comparison_type	register	group1	group2	feature	jsd_contribution	welch_p	welch_p_fdr
same_register_agents	blog_authorship_corpus	gemma2_9b	gpt-4o-mini	PRON	1.780022536056712e-05	0.18015053532326417	0.19901106068201746
same_register_agents	blog_authorship_corpus	gemma2_9b	gpt-4o-mini	PROPN	1.0191952037481833e-06	0.10658335595098874	0.12169592134702445
same_register_agents	blog_authorship_corpus	gemma2_9b	gpt-4o-mini	PUNCT	8.46609352254681e-05	4.3294550676274054e-07	6.049375573945142e-07
same_register_agents	blog_authorship_corpus	gemma2_9b	gpt-4o-mini	SCONJ	5.919270169008062e-05	0.0010990822142631087	0.0014013298231854636
same_register_agents	blog_authorship_corpus	gemma2_9b	gpt-4o-mini	SYM	1.804936564810453e-05	0.005120132631541726	0.006292211185750073
same_register_agents	blog_authorship_corpus	gemma2_9b	gpt-4o-mini	VERB	1.8768681226570875e-06	0.4110700044059725	0.4293086052840532
same_register_agents	blog_authorship_corpus	gemma2_9b	gpt-4o-mini	X	0.00012265288995296593	0.2461706712136896	0.26430956277680356
same_register_agents	blog_authorship_corpus	gemma2_9b	human	ADJ	0.0004068917491046051	6.73118223600329e-69	1.775639451911213e-68
same_register_agents	blog_authorship_corpus	gemma2_9b	human	ADP	5.7415620870784586e-08	0.9140876315648152	0.9170846401928966
same_register_agents	blog_authorship_corpus	gemma2_9b	human	ADV	0.00010468669609124117	3.823082929776326e-38	8.124051225774692e-38
same_register_agents	blog_authorship_corpus	gemma2_9b	human	AUX	0.00024155869401032946	1.3385699274260526e-10	1.9883611543319032e-10
same_register_agents	blog_authorship_corpus	gemma2_9b	human	CCONJ	0.00010257276617888682	6.908120633997652e-16	1.1244068691506816e-15
same_register_agents	blog_authorship_corpus	gemma2_9b	human	DET	6.514114567186336e-05	1.2734169330892091e-12	1.9581185001271254e-12
same_register_agents	blog_authorship_corpus	gemma2_9b	human	INTJ	1.199987925689565e-06	0.3066646083699821	0.3232057661212699
same_register_agents	blog_authorship_corpus	gemma2_9b	human	NOUN	0.0001285584666617847	2.0574613185954525e-11	3.101394894040436e-11
same_register_agents	blog_authorship_corpus	gemma2_9b	human	NUM	0.0018460428192070958	3.515543157566529e-105	1.1952846735726199e-104
same_register_agents	blog_authorship_corpus	gemma2_9b	human	PART	0.00016914813325443075	1.2323638071628751e-11	1.876135945233034e-11
same_register_agents	blog_authorship_corpus	gemma2_9b	human	PRON	3.9593088848608685e-05	0.01268513740915886	0.015222164890990632
same_register_agents	blog_authorship_corpus	gemma2_9b	human	PROPN	0.0025847503155930164	3.746309624254999e-117	1.4887931753532852e-116
same_register_agents	blog_authorship_corpus	gemma2_9b	human	PUNCT	0.0005407813306751172	6.641059492691881e-84	1.9729749560812773e-83
same_register_agents	blog_authorship_corpus	gemma2_9b	human	SCONJ	0.00013551075156033408	5.621303982718243e-20	9.885741486849325e-20
same_register_agents	blog_authorship_corpus	gemma2_9b	human	SYM	0.00029657044127409974	2.690107316285723e-10	3.9575617249203425e-10
same_register_agents	blog_authorship_corpus	gemma2_9b	human	VERB	7.222867462148728e-05	8.089680273173981e-58	1.964636637770824e-57
same_register_agents	blog_authorship_corpus	gemma2_9b	human	X	0.0006524542317431726	0.05125876472513976	0.05941356820413926
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	ADJ	3.4118667744335385e-05	6.814459164570554e-13	1.0531436890699947e-12
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	ADP	3.950263873378967e-05	0.03519817015139216	0.04126682017749425
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	ADV	5.8948895249144205e-05	0.25289997168164374	0.2705852843866538
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	AUX	0.00010621025100590511	0.003268633382375177	0.004082456387782874
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	CCONJ	4.157464952225505e-05	0.2131489834968752	0.22966052447198523
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	DET	0.0005640730695319679	3.456390402990866e-39	7.39619205115528e-39
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	INTJ	0.00011611556409602442	0.03868008693545563	0.045004207613115674
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	NOUN	0.00023145411515424104	7.845780611417365e-10	1.1432423176636733e-09
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	NUM	0.0012853441539188255	9.86065523746009e-62	2.4531386200510465e-61
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	PART	0.0001406871282856794	0.006786795144138263	0.00827394149046338
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	PRON	4.298805286881359e-06	0.664292468387812	0.6708696215401665
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	PROPN	0.002686654781778041	7.893327261911663e-102	2.6253892849401837e-101
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	PUNCT	0.00019760357596886914	1.6232083172908115e-20	2.8878008435522576e-20
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	SCONJ	1.561141488709653e-05	0.010657926462525865	0.012890614614754605
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	SYM	0.00045031062783522916	3.5337447712757644e-16	5.81358010758271e-16
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	VERB	5.082085639675259e-05	4.59162966154242e-27	8.567309002634028e-27
same_register_agents	blog_authorship_corpus	gpt-4o-mini	human	X	0.0002160660295116941	0.9032477069724207	0.9091901260972393
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	ADJ	0.0002844162696218049	2.632723981485101e-114	9.945846152277049e-114
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	ADP	8.19169228484626e-06	3.0461685025919447e-10	4.459940487048493e-10
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	ADV	5.2963180851140325e-05	1.3843011458295955e-32	2.7328783911216533e-32
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	AUX	0.00032979153541980903	2.5704617844478003e-151	1.2894447640016833e-150
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	CCONJ	5.124254050957954e-05	1.9938121438659023e-59	4.880852128183729e-59
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	DET	0.000251442768731033	4.128819060140497e-161	2.1783079869017107e-160
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	INTJ	2.0485775647925403e-05	1.0373381528066777e-11	1.5871273737942168e-11
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	NOUN	5.757256098171972e-06	0.02841236941745196	0.033568282014441314
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	NUM	1.0931463681958465e-05	2.8230687460640113e-05	3.8055464153990634e-05
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	PART	6.679946770116294e-05	2.9033197693879295e-48	6.580858143945974e-48
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	PRON	8.421548718809966e-05	1.386594667971449e-13	2.1758870174321202e-13
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	PROPN	0.00025108541469458364	7.231640653572134e-47	1.6271191470537301e-46
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	PUNCT	2.354205006154398e-06	0.0013694315613944647	0.0017315952801103562
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	SCONJ	7.374495992368128e-05	6.737367641795867e-63	1.7180287486579461e-62
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	SYM	4.864164211546385e-06	0.005416283518636373	0.00662953102681092
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	VERB	3.8713259108955544e-05	6.607451251114579e-51	1.5434199105656955e-50
same_register_agents	cnn_news	gemma2_9b	gpt-4o-mini	X	0.0002889629344334664	0.01874691171162907	0.022321225617737337
same_register_agents	cnn_news	gemma2_9b	human	ADJ	0.001332160305092982	0.0	0.0
same_register_agents	cnn_news	gemma2_9b	human	ADP	7.506426013395559e-10	3.9003824186066426e-05	5.2118647165660815e-05
same_register_agents	cnn_news	gemma2_9b	human	ADV	6.357144083223455e-07	0.20521178135540874	0.22267661381118822
same_register_agents	cnn_news	gemma2_9b	human	AUX	0.0008331287285717245	0.0	0.0
same_register_agents	cnn_news	gemma2_9b	human	CCONJ	0.00010347328055099127	2.581324459280903e-142	1.1967958856666005e-141
same_register_agents	cnn_news	gemma2_9b	human	DET	4.948904591684953e-05	8.845600373781778e-33	1.7576322820631325e-32
same_register_agents	cnn_news	gemma2_9b	human	INTJ	8.690280394231047e-06	0.19835413974242408	0.21600130519993513
same_register_agents	cnn_news	gemma2_9b	human	NOUN	0.0013371426753410343	0.0	0.0
same_register_agents	cnn_news	gemma2_9b	human	NUM	0.0036911659203735397	0.0	0.0
same_register_agents	cnn_news	gemma2_9b	human	PART	3.964628854481321e-05	6.338264947915145e-33	1.267652989583029e-32
same_register_agents	cnn_news	gemma2_9b	human	PRON	9.231416343818185e-05	5.120707725667887e-13	7.953992710935905e-13
same_register_agents	cnn_news	gemma2_9b	human	PROPN	0.0030625651367787634	0.0	0.0
same_register_agents	cnn_news	gemma2_9b	human	PUNCT	2.1499950375743074e-05	9.416974421137138e-11	1.4056556940819337e-10
same_register_agents	cnn_news	gemma2_9b	human	SCONJ	3.151160452675761e-06	0.12483684009904158	0.14148175211224714
same_register_agents	cnn_news	gemma2_9b	human	SYM	0.0003854314076544967	7.95910177678263e-120	3.247313524927313e-119
same_register_agents	cnn_news	gemma2_9b	human	VERB	0.000152983776548763	3.2448700193837516e-194	1.9094812037142846e-193
same_register_agents	cnn_news	gemma2_9b	human	X	2.14952058756302e-06	0.15184210674079365	0.16957549146964546
same_register_agents	cnn_news	gpt-4o-mini	human	ADJ	0.00038664008597619984	3.432748267207244e-236	2.334268821700926e-235
same_register_agents	cnn_news	gpt-4o-mini	human	ADP	8.035613546403882e-06	0.009620314146533089	0.011681810035075894
same_register_agents	cnn_news	gpt-4o-mini	human	ADV	6.519996548476088e-05	5.307454313012473e-30	1.0278993796087447e-29
same_register_agents	cnn_news	gpt-4o-mini	human	AUX	0.00011505563681490916	2.7318775805865964e-57	6.582319209917311e-57
same_register_agents	cnn_news	gpt-4o-mini	human	CCONJ	9.091259182497592e-06	2.336878492884623e-16	3.8863305370798626e-16
same_register_agents	cnn_news	gpt-4o-mini	human	DET	0.0005238073414427268	0.0	0.0
same_register_agents	cnn_news	gpt-4o-mini	human	INTJ	5.4998202948985895e-05	3.2727269837949366e-32	6.41957985282853e-32
same_register_agents	cnn_news	gpt-4o-mini	human	NOUN	0.0011675939582082712	0.0	0.0
same_register_agents	cnn_news	gpt-4o-mini	human	NUM	0.003322130602138879	0.0	0.0
same_register_agents	cnn_news	gpt-4o-mini	human	PART	3.5238722086843055e-06	3.651285606352513e-05	4.900409629578372e-05
same_register_agents	cnn_news	gpt-4o-mini	human	PRON	1.859633976864411e-07	0.17263269940821485	0.19139712325693387
same_register_agents	cnn_news	gpt-4o-mini	human	PROPN	0.005043417871735267	0.0	0.0
same_register_agents	cnn_news	gpt-4o-mini	human	PUNCT	3.808231185946907e-05	6.34540588033431e-21	1.1354936838492976e-20
same_register_agents	cnn_news	gpt-4o-mini	human	SCONJ	4.642229514573116e-05	1.4554626312802682e-62	3.6807567369567114e-62
same_register_agents	cnn_news	gpt-4o-mini	human	SYM	0.00030787408735181277	2.9048691629716488e-95	9.356736461782364e-95
same_register_agents	cnn_news	gpt-4o-mini	human	VERB	3.779007101289912e-05	9.867635922359828e-51	2.2874974183652325e-50
same_register_agents	cnn_news	gpt-4o-mini	human	X	0.0002499813764942314	0.02090479307725717	0.024794056905584085
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	ADJ	0.0006468835816546524	1.8100317699936755e-106	6.3663186392881e-106
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	ADP	9.379919713388895e-06	1.2035197485790425e-07	1.7129164793729628e-07
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	ADV	0.0005956096052536588	5.3192870824671444e-151	2.6253255600563646e-150
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	AUX	0.00037314723516066427	9.438089649808592e-35	1.9513888059739386e-34
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	CCONJ	0.00020248661784207696	1.549938150381049e-28	2.9458451802273355e-28
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	DET	0.0007128658160064534	5.673785927597226e-74	1.5501593695042422e-73
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	INTJ	5.34932229161835e-05	0.30704096260978875	0.3232057661212699
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	NOUN	0.00023074606440821616	2.5528020865238713e-11	3.829203129785807e-11
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	NUM	0.002728024269311227	1.9672211686255109e-106	6.840564518175072e-106
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	PART	6.02577681464356e-07	0.00010024646147914616	0.00013279401390744037
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	PRON	0.0008967031746000961	7.418366133817579e-09	1.0707641683717827e-08
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	PROPN	0.0005653432179515226	4.810111558839252e-23	8.761274625028636e-23
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	PUNCT	5.256318955162596e-05	8.619340585780119e-17	1.449185834752042e-16
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	SCONJ	8.553856418804049e-06	1.9464851932735156e-10	2.877412894404327e-10
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	SYM	2.119624156852028e-06	0.13410373646604345	0.1508667035242989
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	VERB	0.0001852402178193122	1.5358846782594924e-94	4.895632411952133e-94
same_register_agents	euro_court_cases	gemma2_9b	gpt-4o-mini	X	8.539054816191033e-05	0.5965377778829533	0.6105035452581394
same_register_agents	euro_court_cases	gemma2_9b	human	ADJ	0.003801513724962907	0.0	0.0
same_register_agents	euro_court_cases	gemma2_9b	human	ADP	8.653591521380318e-05	8.429828508445024e-76	2.3884514107260903e-75
same_register_agents	euro_court_cases	gemma2_9b	human	ADV	0.00010255012692879113	6.162164178529248e-159	3.1959698959829655e-158
same_register_agents	euro_court_cases	gemma2_9b	human	AUX	0.003120617271080931	0.0	0.0
same_register_agents	euro_court_cases	gemma2_9b	human	CCONJ	0.00039966684458120957	3.0838142159446017e-255	2.246778928759638e-254
same_register_agents	euro_court_cases	gemma2_9b	human	DET	0.0005656202791895614	5.626963267779336e-194	3.2487750187556167e-193
same_register_agents	euro_court_cases	gemma2_9b	human	INTJ	5.732679099248131e-05	0.6532655591503107	0.6619180831125664
same_register_agents	euro_court_cases	gemma2_9b	human	NOUN	0.002339401104203113	0.0	0.0
same_register_agents	euro_court_cases	gemma2_9b	human	NUM	0.017809132929974526	0.0	0.0
same_register_agents	euro_court_cases	gemma2_9b	human	PART	5.420052143070885e-05	2.3660391316735004e-05	3.203575107487129e-05
same_register_agents	euro_court_cases	gemma2_9b	human	PRON	0.0001139277704637592	0.012825056258532029	0.015329950059026565
same_register_agents	euro_court_cases	gemma2_9b	human	PROPN	0.0010619252159385925	6.872079583909143e-206	4.2915435768902e-205
same_register_agents	euro_court_cases	gemma2_9b	human	PUNCT	0.00015192743227739882	8.844704320366414e-42	1.9471075698072824e-41
same_register_agents	euro_court_cases	gemma2_9b	human	SCONJ	0.00014341038907520485	0.00030746640459002376	0.0004003605098065841
same_register_agents	euro_court_cases	gemma2_9b	human	SYM	1.416432367594356e-05	0.183591074015323	0.20135795214583815
same_register_agents	euro_court_cases	gemma2_9b	human	VERB	0.001355891988572503	0.0	0.0
same_register_agents	euro_court_cases	gemma2_9b	human	X	0.00033419687352152083	1.2883926825952176e-08	1.8509303327424253e-08
same_register_agents	euro_court_cases	gpt-4o-mini	human	ADJ	0.0013222775392574444	9.74592226388259e-195	5.847553358329554e-194
same_register_agents	euro_court_cases	gpt-4o-mini	human	ADP	0.00015288362417779791	2.7846487822943656e-67	7.282927584462188e-67
same_register_agents	euro_court_cases	gpt-4o-mini	human	ADV	0.0002048338344890464	2.2650133632386964e-05	3.080418174004627e-05
same_register_agents	euro_court_cases	gpt-4o-mini	human	AUX	0.001353005275030057	2.4553560107883636e-16	4.061291563790483e-16
same_register_agents	euro_court_cases	gpt-4o-mini	human	CCONJ	3.332019160005037e-05	4.955626567059449e-23	8.972909642131309e-23
same_register_agents	euro_court_cases	gpt-4o-mini	human	DET	8.523762484201401e-06	0.18157408844591702	0.19986212613111728
same_register_agents	euro_court_cases	gpt-4o-mini	human	INTJ	6.83970391435865e-08	0.12851476744771606	0.14511261564207054
same_register_agents	euro_court_cases	gpt-4o-mini	human	NOUN	0.004035064850764172	4.8982104716037136e-269	3.655737571489601e-268
same_register_agents	euro_court_cases	gpt-4o-mini	human	NUM	0.00716619664596713	0.0	0.0
same_register_agents	euro_court_cases	gpt-4o-mini	human	PART	4.337689981874222e-05	0.21305244181111296	0.22966052447198523
same_register_agents	euro_court_cases	gpt-4o-mini	human	PRON	0.0016437991272416318	2.0843132713000047e-06	2.899090277353643e-06
same_register_agents	euro_court_cases	gpt-4o-mini	human	PROPN	0.0031624944532538564	6.454097622512841e-238	4.4885315283839305e-237
same_register_agents	euro_court_cases	gpt-4o-mini	human	PUNCT	0.0003831138073375571	1.9721990096338266e-75	5.536632082091293e-75
same_register_agents	euro_court_cases	gpt-4o-mini	human	SCONJ	0.00022186233787182597	9.207075460906232e-19	1.600775619907561e-18
same_register_agents	euro_court_cases	gpt-4o-mini	human	SYM	2.7176878244350344e-05	0.003495922732947896	0.004330981199522494
same_register_agents	euro_court_cases	gpt-4o-mini	human	VERB	0.0005396625180997252	9.753321521451497e-226	6.488079099052518e-225
same_register_agents	euro_court_cases	gpt-4o-mini	human	X	8.481444943447673e-05	0.0024957684942496774	0.0031299391772147593
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	ADJ	0.000513621918630261	9.091744007929605e-124	3.863991203370082e-123
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	ADP	0.0001239466250351636	0.00010136679851058894	0.00013369931182862164
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	ADV	2.3068650007755848e-07	0.0010125371799136597	0.001296386514868535
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	AUX	0.0003483585826761534	2.986207931260995e-76	8.539996513699668e-76
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	CCONJ	8.532833677379176e-05	4.009408675778866e-05	5.334256759949274e-05
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	DET	3.998797926982995e-05	6.026483086062041e-21	1.0847669554911673e-20
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	INTJ	6.137513789883772e-06	0.26065960676188477	0.27695083218450256
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	NOUN	9.85799587988924e-07	4.1500587940326204e-13	6.479173423336642e-13
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	NUM	0.0001985464165869613	0.0004364658374226735	0.0005611703624005802
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	PART	1.047018254601563e-05	2.4178124477702396e-27	4.538960791519591e-27
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	PRON	0.0005389696218678309	1.7350416708028596e-109	6.320508943638988e-109
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	PROPN	7.937594423258515e-05	4.4000449197229535e-17	7.480076363529021e-17
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	PUNCT	0.00015865197044675995	3.207457400093774e-33	6.457118187030888e-33
same_register_agents	house_of_commons	gemma2_9b	gpt-4o-mini	SCONJ	1.4222237015903906e-05	0.42172191141624105	0.43893505065772026
